Salfit,Nablus,12.01
Salfit,Jenin,43.32
Salfit,Ramallah,17.59
Salfit,Jerusalem,35.25
Salfit,Tulkarem,29.08
Salfit,Qalqilya,23.05
Salfit,Haifa,83.58
Salfit,Tubas,31.60
Salfit,Bethlehem,42.03
Salfit,Jaffa,40.70
Salfit,Hebron,59
Salfit,Afula,59.16
Salfit,Tiberias,85.21
Salfit,Jericho,36.50
Bethlehem,Nablus,36.27
Bethlehem,Jenin,84.37
Bethlehem,Ramallah,27.46
Bethlehem,Jerusalem,6.97
Bethlehem,Tulkarem,69.19
Bethlehem,Qalqilya,58.36
Bethlehem,Haifa,125.22
Bethlehem,Tubas,70
Bethlehem,Salfit,42.03
Bethlehem,Jaffa,57.27
Bethlehem,Hebron,22.25
Bethlehem,Afula,100.60
Bethlehem,Tiberias,124.50
Bethlehem,Jericho,29.27
Jaffa,Nablus,50.65
Jaffa,Jenin,68.72
Jaffa,Ramallah,20.38
Jaffa,Jerusalem,16.75
Jaffa,Tulkarem,68.08
Jaffa,Qalqilya,56.81
Jaffa,Haifa,125.22
Jaffa,Tubas,69.1
Jaffa,Salfit,40.55
Jaffa,Jaffa,57.27
Jaffa,Hebron,22.48
Jaffa,Afula,100.60
Jaffa,Tiberias,124.50
Jaffa,Jericho,28.92
Hebron,Nablus,58.05
Hebron,Jenin,104.28
Hebron,Ramallah,41.85
Hebron,Jerusalem,28.94
Hebron,Tulkarem,87.07
Hebron,Qalqilya,74.73
Hebron,Haifa,143.59
Hebron,Tubas,91.67
Hebron,Salfit,62.21
Hebron,Jaffa,66.29
Hebron,Bethlehm,22.25
Hebron,Afula,121.36
Hebron,Tiberias,146.22
Hebron,Jericho,50.06
Afula,Nablus,64.89
Afula,Jenin,16.39
Afula,Ramallah,73.64
Afula,Jerusalem,93.66
Afula,Tulkarem,41.23
Afula,Qalqilya,54.74
Afula,Haifa,36.51
Afula,Tubas,32.89
Afula,Salfit,59.16
Afula,Jaffa,80.02
Afula,Bethlehm,100.60
Afula,Hebron,121.36
Afula,Tiberias,30.46
Afula,Jericho,85.26
Tiberias,Nablus,88.24
Tiberias,Jenin,42.76
Tiberias,Ramallah,97.04
Tiberias,Jerusalem,117.56
Tiberias,Tulkarem,71.34
Tiberias,Qalqilya,84.51
Tiberias,Haifa,50.81
Tiberias,Tubas,54.55
Tiberias,Salfit,85.21
Tiberias,Jaffa,110.23
Tiberias,Bethlehm,124.50
Tiberias,Hebron,146.22
Tiberias,Afula,30.46
Tiberias,Jericho,104.32
Jericho,Nablus,24.81
Jericho,Jenin,69.08
Jericho,Ramallah,20.25
Jericho,Jerusalem,24.96
Jericho,Tulkarem,64.97
Jericho,Qalqilya,59.24
Jericho,Haifa,115.82
Jericho,Tubas,52.42
Jericho,Salfit,36.50
Jericho,Jaffa,70.18
Jericho,Bethlehm,29.27
Jericho,Hebron,50.06
Jericho,Afula,85.26
Jericho,Tiberias,104.32
Tubas,Nablus,33.72
Tubas,Jenin,17.03
Tubas,Ramallah,42.54
Tubas,Jerusalem,63.04
Tubas,Tulkarem,32.10
Tubas,Qalqilya,39.65
Tubas,Haifa,65.80
Tubas,Jericho,52.42
Tubas,Salfit,31.60
Tubas,Jaffa,65.37
Tubas,Bethlehm,70
Tubas,Hebron,91.67
Tubas,Afula,32.73
Tubas,Tiberias,54.55
Nablus,Jenin,48.53 
Nablus,Ramallah,8.84
Nablus,Jersualem,29.32
Nablus,Tulkarem,40.17
Nablus,Qalqilya,34.86
Nablus,Haifa,92.57
Nablus,Tubas,33.72
Nablus,Salfit,12.01
Nablus,Bethlehem,36.27
Nablus,Jaffa,50.65
Nablus,Hebron,58.05
Nablus,Afula,64.89
Nablus,Tiberias,88.24 
Nablus,Jericho,24.81 
Jersualem,Jenin,77.42
Jersualem,Ramallah,20.52
Jersualem,Nablus,29.32
Jersualem,Tulkarem,62.85
Jersualem,Qalqilya,52.00
Jersualem,Haifa,118.63
Jersualem,Tubas, 63.04 
Jersualem,Salfit,35.25
Jersualem,Bethlehem,6.97
Jersualem,Jaffa,53.83
Jersualem,Hebron,28.94
Jersualem,Afula,93.66
Jersualem,Tiberias,117.56
Jersualem,Jericho,24.96
Jenin,Jersualem,76
Jenin,Ramallah,63
Jenin,Nablus,26.9
Jenin,Tulkarem,30.39
Jenin,Qalqilya,37.63
Jenin,Haifa,96.61 
Jenin,Tubas,17.03
Jenin,Salfit,43.32
Jenin,Bethlehem,84.37
Jenin,Jaffa,68.72
Jenin,Hebron,105.35 
Jenin,Afula,16.39 
Jenin,Tiberias,42.76
Jenin,Jericho,69.08
Ramallah,Jersualem,20.52 
Ramallah,Jenin,57.30
Ramallah,Nablus,8.84
Ramallah,Tulkarem,46.68
Ramallah,Qalqilya,39.09
Ramallah,Haifa,100.54
Ramallah,Tubas,42.54
Ramallah,Salfit,17.59
Ramallah,Bethlehem,27.46
Ramallah,Jaffa,50.54
Ramallah,Hebron,49.35
Ramallah,Afula,73.64
Ramallah,Tiberias,97.04
Ramallah,Jericho,20.25
Tulkarem,Jenin,30.39
Tulkarem,Ramallah,46.68
Tulkarem,Jersualem,62.85
Tulkarem,Nablus,40.17
Tulkarem,Qalqilya,14.59 
Tulkarem,Haifa,56.52
Tulkarem,Tubas,32.10
Tulkarem,Salfit,29.08
Tulkarem,Bethlehem,69.19
Tulkarem,Jaffa,38.88
Tulkarem,Hebron,87.07
Tulkarem,Afula,41.23 
Tulkarem,Tiberias,71.34
Tulkarem,Jericho,64.97
Qalqilya,Jenin,43.09
Qalqilya,Ramallah,39.09
Qalqilya,Jersualem,52.00
Qalqilya,Nablus,34.86
Qalqilya,Tulkarem,14.59
Qalqilya,Haifa,70.06
Qalqilya,Tubas,40.08
Qalqilya,Salfit,22.87
Qalqilya,Bethlehem,57.81
Qalqilya,Jaffa,25.81
Qalqilya,Hebron,74.10
Qalqilya,Afula,55.42
Qalqilya,Tiberias,85.16
Qalqilya,Jericho,58.97
Haifa,Jenin,49.08
Haifa,Ramallah,100.54 
Haifa,Jersualem,118.63
Haifa,Nablus,92.57 
Haifa,Tulkarem,56.52
Haifa,Qalqilya,70.06
Haifa,Tubas,65.80
Haifa,Salfit,83.58
Haifa,Bethlehem,125.22
Haifa,Jaffa,88.23
Haifa,Hebron,143.59
Haifa,Afula,36.51
Haifa,Tiberias,50.81
Haifa,Jericho,115.82































